Plaintext,Modified_Plaintext,Key,Speck_ECB_Avalanche,Speck_CBC_Avalanche,Speck_CFB_Avalanche,Speck_OFB_Avalanche,Speck_CTR_Avalanche,Present_ECB_Avalanche,Present_CBC_Avalanche,Present_CFB_Avalanche,Present_OFB_Avalanche,Present_CTR_Avalanche,Clefia_ECB_Avalanche,Clefia_CBC_Avalanche,Clefia_CFB_Avalanche,Clefia_OFB_Avalanche,Clefia_CTR_Avalanche
abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon about,abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon legal,0013 9336 b00f bce7 7790 067d 976d a958 b21f c55f c8d5 751b 0180 330b 5d44 062d,0.07068062827225131,0.4960835509138381,0.5053763440860215,0.48921832884097033,0.5065104166666666,0.04041720990873533,0.4973958333333333,0.5255376344086021,0.5389784946236559,0.51171875,0.09375,0.5091145833333334,0.5470430107526881,0.5026881720430108,0.50390625
legal winner thank year wave sausage worth useful legal winner thank yellow,legal winner thank year wave sausage worth useful legal winner thank letter,702a 85a2 d146 8bd2 d0e6 81cf 0337 76c3 d8fb 3f76 57dc 98e2 8a98 fe65 2660 816b,0.09375,0.48125,0.5066666666666667,0.48247078464106846,0.5234375,0.1109375,0.5023474178403756,0.4766666666666667,0.5183333333333333,0.5171875,0.09233176838810642,0.486697965571205,0.5,0.505,0.5054773082942097
letter advice cage absurd amount doctor acoustic avoid letter advice cage above,letter advice cage absurd amount doctor acoustic avoid letter advice cage zoo,f973 a7b7 0473 2f82 e29b c9d9 18e0 e565 869e 3719 5318 144d 39f1 387d ebb3 d467,0.0875,0.5265625,0.5158227848101266,0.5142405063291139,0.5117370892018779,0.048513302034428794,0.4921875,0.47929936305732485,0.5015822784810127,0.490625,0.109717868338558,0.45,0.5166931637519873,0.49683544303797467,0.5171875
zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo wrong,zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo abandon,fb52 67fa 8d33 925b fc4d d35c 54f7 76b6 bceb 70d7 482f 16fe 1e76 2d48 a109 2b0c,0.252465483234714,0.5,0.4963144963144963,0.5,0.4725490196078431,0.14732142857142858,0.49330357142857145,0.5517241379310345,0.5294117647058824,0.47651006711409394,0.24165029469548133,0.521484375,0.5012285012285013,0.4900990099009901,0.5
abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon agent,abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon legal,0e18 0ccd aa73 7e8e d384 e0d5 843b de91 5573 0f61 54d4 784d 6e74 05e6 5815 7659,0.059079061685490875,0.5026041666666666,0.4676131322094055,0.4858156028368794,0.5052083333333334,0.025173611111111112,0.4947916666666667,0.5062056737588653,0.4862466725820763,0.4817708333333333,0.051215277777777776,0.5047784535186794,0.5026595744680851,0.5079787234042553,0.4943527367506516
legal winner thank year wave sausage worth useful legal winner thank year wave sausage worth useful legal will,legal winner thank year wave sausage worth useful legal winner thank year wave sausage worth useful legal letter,5d8a 27aa 966c e9df 481a 25f3 d629 0fbc 2b22 fec9 ba43 04c3 d88a f628 a023 6bf3,0.484375,0.52734375,0.48660714285714285,0.5055928411633109,0.512218963831867,0.4859228362877998,0.5119916579770595,0.4575892857142857,0.4955357142857143,0.48854166666666665,0.51171875,0.4951171875,0.5122767857142857,0.5033482142857143,0.509286412512219
letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic avoid letter always,letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic avoid letter zoo,f8ce 5e9a 1674 2b3b 5fec f733 fe1c f613 f012 246e a324 ca1f 6787 f306 0e18 db0b,0.06647116324535679,0.486328125,0.5213414634146342,0.48577235772357724,0.49853372434017595,0.0615234375,0.5,0.47812817904374366,0.4898373983739837,0.5048923679060665,0.052734375,0.47265625,0.4893184130213632,0.4841997961264016,0.4990234375
zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo when,zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo abandon,0f17 91a7 90cb c17e 12e5 2531 8354 2b8e d390 2592 37f7 31c1 83d6 1dcd 7fd1 e6f5,0.10410094637223975,0.528125,0.5416666666666666,0.5,0.490625,0.0987460815047022,0.4952978056426332,0.4991652754590985,0.48327759197324416,0.51875,0.08634222919937205,0.5461658841940532,0.5091819699499165,0.5568561872909699,0.5070422535211268
abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon art,abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon legal,6350 b13c c95a c905 dfe4 8ebf 030e 5cd7 5099 28dd 5233 7db5 75db 39a7 d84a d224,0.042317708333333336,0.4817708333333333,0.5145502645502645,0.4861111111111111,0.5201822916666666,0.02214983713355049,0.509765625,0.5059840425531915,0.5125827814569537,0.5065104166666666,0.04299674267100977,0.4908854166666667,0.5119205298013245,0.5112433862433863,0.5042345276872964
legal winner thank year wave sausage worth useful legal winner thank year wave sausage worth useful legal winner thank year wave sausage worth title,legal winner thank year wave sausage worth useful legal winner thank year wave sausage worth useful legal winner thank year wave sausage worth letter,4431 75d7 3105 b114 edea e047 0a95 81c4 a88d b269 b92f e774 d251 34af b8d3 7da9,0.09296875,0.4875,0.49622166246851385,0.5113350125944585,0.50234375,0.04938271604938271,0.4777960526315789,0.4773489932885906,0.4991596638655462,0.4925986842105263,0.10258418167580266,0.52421875,0.5151006711409396,0.5079764903442485,0.50625
letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic bless,letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic zoo,72b7 624e 678a 1ec2 b9f8 3e4f 47ec 5640 694b 7919 117c 8516 9b01 989a 6718 3425,0.09523809523809523,0.5071022727272727,0.5137195121951219,0.5,0.5071123755334281,0.04836309523809524,0.5022321428571429,0.49847560975609756,0.5236641221374045,0.5029761904761905,0.09737029140014215,0.5067519545131486,0.5007621951219512,0.47103658536585363,0.4971590909090909
zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo vote,zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo ozone,adae 1989 44b8 94d5 bfcf d8f6 05c6 623e c347 0f1a 6613 041f 7446 a48a b450 d0a5,0.14669652855543114,0.5044642857142857,0.5103092783505154,0.4793814432989691,0.4966517857142857,0.07821901323706378,0.5108173076923077,0.5058064516129033,0.4832474226804124,0.529482551143201,0.13631284916201117,0.5122767857142857,0.4961340206185567,0.5128865979381443,0.5301339285714286
ozone drill grab fiber curtain grace pudding thank cruise elder eight picnic,ozone drill grab fiber curtain grace pudding thank cruise elder eight machine,e982 e679 9921 e56b 3b5c f0f1 a06d 1200 ab14 3186 b7a5 b723 cfac bc8a cd3e 6015,0.0984375,0.5140625,0.4967532467532468,0.4926829268292683,0.4828125,0.09576138147566719,0.50625,0.4796747967479675,0.48214285714285715,0.4984375,0.090625,0.5046875,0.5048701298701299,0.49429037520391517,0.4765625
gravity machine north sort system female filter attitude volume fold club stay feature office ecology stable narrow fog,gravity machine north sort system female filter attitude volume fold club stay feature office ecology stable narrow hamster,2f02 05c6 21b2 abeb 5205 3ac9 33dd 4f26 d237 438e 2b10 a5bf 4c27 703c 5a76 a564,0.0684931506849315,0.5112414467253177,0.4959349593495935,0.4898373983739837,0.4931640625,0.5131964809384164,0.49363369245837413,0.5050813008130082,0.4883011190233978,0.4609375,0.0537109375,0.520039100684262,0.4878048780487805,0.49031600407747195,0.5068359375
