Plaintext,Key,Speck_ECB,Speck_CBC,Speck_CFB,Speck_OFB,Speck_CTR,Present_ECB,Present_CBC,Present_CFB,Present_OFB,Present_CTR,Clefia_ECB,Clefia_CBC,Clefia_CFB,Clefia_OFB,Clefia_CTR
abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon about,9eab c619 9c5c 729f b3d3 167f 30fd 8b84 8db7 beef 4a34 b9d1 fa43 d308 e1ce 41da,0.2617835998535156,0.23293495178222656,0.19812583923339844,0.19121170043945312,0.2167224884033203,5.586147308349609,5.968332290649414,6.669521331787109,6.189107894897461,5.6705474853515625,7.02214241027832,6.641626358032227,6.579399108886719,6.608724594116211,6.726980209350586
legal winner thank year wave sausage worth useful legal winner thank yellow,137e a64f 5580 f263 b38c 61c2 d645 2d0c 49b9 642a 2ea3 27b0 c43b 0113 a6aa eda7,0.1461505889892578,0.16617774963378906,0.14925003051757812,0.14090538024902344,0.1456737518310547,4.968404769897461,4.662036895751953,5.06138801574707,4.68897819519043,4.85682487487793,5.626440048217773,5.709409713745117,5.6018829345703125,5.643367767333984,5.708456039428711
letter advice cage absurd amount doctor acoustic avoid letter advice cage above,ddf2 1a5e 9021 9fec 786c 1e5e fcb8 9cc5 d329 af45 009b d6d1 1575 e6d8 830b 3e47,0.17499923706054688,0.1888275146484375,0.1652240753173828,0.15616416931152344,0.15783309936523438,4.683494567871094,5.019187927246094,5.197048187255859,4.7760009765625,4.942655563354492,5.668163299560547,6.324291229248047,6.22868537902832,6.240129470825195,6.2503814697265625
zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo wrong,9102 377a 251b 0ffd f720 3e4b 5878 88b6 1ee7 d99f 4902 5d99 2027 8b67 b352 5de9,0.13256072998046875,0.1442432403564453,0.14019012451171875,0.1347064971923828,0.14138221740722656,3.8127899169921875,3.4809112548828125,3.5881996154785156,3.4322738647460938,3.3807754516601562,4.586219787597656,4.477500915527344,4.55474853515625,4.614830017089844,4.633188247680664
abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon agent,4f78 f01d 8224 be02 1b7f 57c2 9fc2 dbae fa8e d2bb 0638 c2ee 3b4f 6d3e 8330 1884,0.2906322479248047,0.31828880310058594,0.26869773864746094,0.2694129943847656,0.27060508728027344,8.502483367919922,8.751153945922852,8.435964584350586,9.269237518310547,8.866071701049805,10.148286819458008,10.19287109375,10.21265983581543,10.271787643432617,10.355949401855469
legal winner thank year wave sausage worth useful legal winner thank year wave sausage worth useful legal will,39b4 334e 0c89 5af1 eec5 70c2 66f6 8e18 7059 6af1 42c8 23a9 568a 0c75 cf0c eea5,0.19359588623046875,0.21576881408691406,0.19860267639160156,0.1964569091796875,0.21338462829589844,6.801843643188477,7.323503494262695,6.718158721923828,6.556510925292969,6.635189056396484,8.020162582397461,8.038759231567383,8.139848709106445,8.074522018432617,8.104324340820312
letter advice cage absurd amount doctor acoustic avoid letter advice cage absurd amount doctor acoustic avoid letter always,6ff0 a40b 1bfe 4982 5fa0 a90a 4810 78c4 3de9 15d3 817d 934b da08 e4bb 2701 a59a,0.23865699768066406,0.2562999725341797,0.23293495178222656,0.24390220642089844,0.2722740173339844,7.5855255126953125,7.600307464599609,7.455110549926758,7.782220840454102,7.255315780639648,9.153366088867188,9.14621353149414,9.240865707397461,9.163141250610352,9.25302505493164
zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo zoo when,81ec 94bc 64fb 456c d1d5 b0e8 2661 3454 8805 1df9 c77a 301c 77da 3ed2 ea5a 6d10,0.14734268188476562,0.16641616821289062,0.1480579376220703,0.1418590545654297,0.148773193359375,4.894733428955078,4.724740982055664,4.382848739624023,4.295110702514648,4.839181900024414,5.744457244873047,5.842924118041992,5.814075469970703,5.782127380371094,5.766153335571289
abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon abandon art,ef17 1f8c ae7d 12ff cfbf 08e1 91a7 4cf8 b1a6 5aa1 70b8 d379 9512 ba6d ef1e 982f,0.3287792205810547,0.36334991455078125,0.3514289855957031,0.35834312438964844,0.34356117248535156,11.183023452758789,11.43026351928711,11.162996292114258,11.83772087097168,11.419296264648438,16.141414642333984,13.81230354309082,13.62299919128418,13.623476028442383,13.65208625793457
legal winner thank year wave sausage worth useful legal winner thank year wave sausage worth useful legal winner thank year wave sausage worth title,515f 340f 4473 371f 2c03 3822 05cc 3c33 9f78 8669 001a 2b91 a387 e747 0819 8ffd,0.3070831298828125,0.30350685119628906,0.28014183044433594,0.2758502960205078,0.28777122497558594,9.415626525878906,8.857250213623047,9.100198745727539,8.93092155456543,8.877277374267578,11.301040649414062,11.324167251586914,11.26718521118164,11.336803436279297,11.438369750976562
